ジャンル名,売上指数（千円）,シェア,商品ランク入り数
革,16109,34.86%,4519
金具・パーツ,13724,29.70%,9372
その他,11440,24.76%,2385
染料,3800,8.22%,1261
糸,1138,2.46%,580
