ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,36946,35.93%,3162
もどきご飯・こんにゃくご飯,24483,23.81%,1793
麺類,18081,17.58%,3165
食事セット,9728,9.46%,761
粥・リゾット,7218,7.02%,1047
スープ,6382,6.21%,759
