ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,2380,51.36%,1196
バジル,776,16.73%,426
ローレル,264,5.69%,204
パセリ,235,5.07%,181
レモングラス,224,4.83%,128
ローズマリー,196,4.23%,159
オレガノ,175,3.78%,169
タイム,151,3.25%,149
セージ,135,2.92%,141
マジョラム,59,1.28%,109
ペパーミント,40,0.86%,104
