ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,5454,73.83%,2270
バジル,658,8.91%,346
パセリ,245,3.32%,147
ローレル,228,3.08%,147
オレガノ,202,2.73%,128
ローズマリー,165,2.23%,108
レモングラス,158,2.14%,76
タイム,98,1.33%,67
セージ,83,1.13%,45
ペパーミント,64,0.87%,32
マジョラム,31,0.42%,20
