ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ジャム・はちみつ,497207,54.48%,34909
パン,295073,32.33%,26177
シリアル,100077,10.96%,10452
セット・詰め合わせ,19977,2.19%,1340
クルトン,373,0.04%,209
