ジャンル名,売上指数（千円）,シェア,商品ランク入り数
桃,297922,20.49%,13476
ブドウ,178631,12.29%,8056
メロン,177995,12.24%,8988
みかん,108038,7.43%,6453
セット・詰め合わせ,102779,7.07%,5193
スイカ,102608,7.06%,6121
マンゴー,99070,6.81%,4249
和梨,66054,4.54%,4023
さくらんぼ,50649,3.48%,1458
りんご,41233,2.84%,3034
梅,30048,2.07%,1256
その他,28767,1.98%,3167
ブルーベリー,28598,1.97%,1701
レモン,27764,1.91%,2548
ライチ,13945,0.96%,704
パイナップル,13042,0.90%,1278
プラム,11273,0.78%,980
いちご,11026,0.76%,1463
オレンジ,8735,0.60%,773
柿,6457,0.44%,879
栗,5339,0.37%,619
キウイフルーツ,4991,0.34%,649
パッションフルーツ,4854,0.33%,353
すだち,4633,0.32%,519
ザクロ,4222,0.29%,392
あんず,3974,0.27%,345
バナナ,3379,0.23%,534
グレープフルーツ,3008,0.21%,411
イチジク,2934,0.20%,409
ドラゴンフルーツ,2082,0.14%,250
ドリアン,1522,0.10%,179
びわ,1483,0.10%,214
洋梨,1469,0.10%,215
マンゴスチン,1272,0.09%,101
ゆず,1256,0.09%,249
アボカド,1211,0.08%,359
パパイヤ,850,0.06%,147
じゃばら,408,0.03%,61
かぼす,269,0.02%,55
ミラクルフルーツ,134,0.01%,22
