ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,460514,30.57%,10125
入浴剤,244449,16.23%,23847
バスマット,121054,8.04%,10337
ソープボトル・シャンプーボトル,102832,6.83%,7780
整理棚・ラック,94874,6.30%,8581
椅子,80997,5.38%,5245
その他,71550,4.75%,9320
風呂ふた,68138,4.52%,3756
自動ソープディスペンサー,55447,3.68%,2045
タオルハンガー,51498,3.42%,5393
サウナハット,27877,1.85%,1660
ボディタオル,26357,1.75%,6261
洗面器・風呂桶,24097,1.60%,2566
浴槽・浴室内マット,15632,1.04%,1624
ボディスポンジ,11526,0.77%,1994
石けんケース・石けん台,10196,0.68%,2575
セット,8902,0.59%,744
ボディブラシ,7602,0.50%,1370
シャワーヘッドホルダー・シャワーフック,6395,0.42%,963
バス保温器,6119,0.41%,234
シャワーカーテン,5310,0.35%,1111
バスピロー,2029,0.13%,333
泡立てネット,1375,0.09%,449
バスブーツ,925,0.06%,214
軽石,677,0.04%,293
風呂桶(1901削除),5,0.00%,0
