ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,65609,42.71%,9160
捕獲・誘引器,51954,33.82%,4202
殺虫スプレー,10379,6.76%,2233
虫除け器具,9386,6.11%,1873
虫除け芳香剤,9108,5.93%,2102
虫除けスプレー,4832,3.15%,1452
携帯用・アウトドア用虫除け,2342,1.52%,724
