ジャンル名,売上指数（千円）,シェア,商品ランク入り数
バスタオル,490602,40.39%,21249
フェイスタオル,426603,35.12%,26799
冷却タオル,76097,6.27%,4453
ヘアドライタオル,64148,5.28%,2221
セット,54396,4.48%,6736
その他,35009,2.88%,8251
ラップタオル,31100,2.56%,1949
てぬぐい,26526,2.18%,8792
ビーチタオル,10138,0.83%,1041
