ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゴム手袋・ビニール手袋,91594,74.66%,16205
その他,17426,14.20%,4039
軍手,8251,6.72%,2438
皮手袋,5415,4.41%,1347
