ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,7108,26.35%,2075
山芋・自然薯,4870,18.05%,839
大葉・しそ,3392,12.57%,471
ブロッコリー,1890,7.01%,559
菊芋,1716,6.36%,387
れんこん,1483,5.50%,413
カリフラワー,1117,4.14%,263
たけのこ,1001,3.71%,300
小松菜,893,3.31%,420
オクラ,655,2.43%,306
明日葉,623,2.31%,125
ゴーヤー,601,2.23%,215
かぶ,387,1.43%,138
ピーマン,373,1.38%,244
セロリ,226,0.84%,170
行者にんにく,210,0.78%,134
パクチー・コリアンダー,96,0.36%,109
銀杏,91,0.34%,13
パセリ,70,0.26%,124
エシャロット,56,0.21%,111
ヤーコン,47,0.17%,93
春菊,45,0.17%,101
水菜,19,0.07%,132
ルッコラ,10,0.04%,98
