ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,20634,11.30%,18735
リボン,20140,11.03%,18372
手芸用テープ,16343,8.95%,0
その他,16098,8.81%,9162
ひも,14304,7.83%,8903
ファスナー,12111,6.63%,8449
ボタン,11683,6.40%,10691
レース,10807,5.92%,12309
ミシン糸,10593,5.80%,7314
接着テープ・接着芯,7369,4.03%,3822
持ち手・ハンドル,6560,3.59%,2886
ゴム,5871,3.21%,4107
口金,4087,2.24%,2465
ホック,4084,2.24%,2474
面ファスナー,3960,2.17%,1394
芯地,3366,1.84%,1288
型紙・パターン,3050,1.67%,2423
手縫い糸,2889,1.58%,2650
バックル,2099,1.15%,1926
ブレード,1951,1.07%,1716
チェーン,1382,0.76%,1228
スパンコール,1306,0.71%,1826
ネームシール,1115,0.61%,798
裏地,485,0.27%,322
マラボー,190,0.10%,186
肩パット,172,0.09%,163
フェルト(1703削除),0,0.00%,2872
