ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,35133,14.94%,26733
リボン,21929,9.33%,16672
ファスナー,21130,8.99%,13128
手芸用テープ,21032,8.94%,12288
ひも,19693,8.37%,10663
ボタン,15611,6.64%,12745
その他,14818,6.30%,8631
レース,12772,5.43%,12540
ミシン糸,11558,4.91%,7140
接着テープ・接着芯,8957,3.81%,4021
持ち手・ハンドル,6432,2.74%,2671
ゴム,6163,2.62%,3896
型紙・パターン,5419,2.30%,3338
芯地,5342,2.27%,1567
ホック,4875,2.07%,2697
口金,4737,2.01%,2620
面ファスナー,4351,1.85%,1516
手縫い糸,3695,1.57%,2912
バックル,2761,1.17%,2418
ネームシール,2364,1.01%,1200
ブレード,2291,0.97%,2437
チェーン,1339,0.57%,916
裏地,1150,0.49%,524
スパンコール,1103,0.47%,1443
肩パット,318,0.14%,180
マラボー,189,0.08%,70
