ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,9062,29.47%,2134
山芋・自然薯,6335,20.60%,799
ブロッコリー,4027,13.10%,577
菊芋,3124,10.16%,355
れんこん,1239,4.03%,465
ゴーヤー,803,2.61%,172
明日葉,784,2.55%,76
たけのこ,737,2.40%,169
カリフラワー,715,2.32%,139
オクラ,696,2.26%,277
銀杏,572,1.86%,118
大葉・しそ,569,1.85%,174
ピーマン,443,1.44%,251
小松菜,418,1.36%,253
セロリ,291,0.95%,83
かぶ,228,0.74%,61
エシャロット,151,0.49%,44
パセリ,132,0.43%,74
行者にんにく,123,0.40%,45
春菊,109,0.35%,25
パクチー・コリアンダー,107,0.35%,43
ヤーコン,49,0.16%,16
水菜,21,0.07%,26
ルッコラ,12,0.04%,11
