ジャンル名,売上指数（千円）,シェア,商品ランク入り数
キッチンペーパー,46213,29.76%,6087
ラップ,42488,27.36%,6912
その他,39485,25.43%,4338
フリーザーバック,12294,7.92%,4186
クッキングシート,5159,3.32%,1502
アルミホイル・アルミ箔,4548,2.93%,1502
油処理剤,3365,2.17%,712
脱臭剤,1133,0.73%,496
飲料水・炊飯用炭,354,0.23%,148
保鮮紙,132,0.08%,147
天ぷら敷紙・天紙,127,0.08%,186
