ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,51613,34.53%,8027
かつおだし,37718,25.23%,5449
こんぶだし,27228,18.22%,1537
あわせだし,13174,8.81%,2722
あごだし,12349,8.26%,2024
ブイヨン・コンソメ,7398,4.95%,2146
