ジャンル名,売上指数（千円）,シェア,商品ランク入り数
収納用品,516984,38.84%,79636
スリッパ・ルームシューズ,268671,20.19%,37988
梱包資材,187383,14.08%,24399
その他,185545,13.94%,24451
作業用手袋・軍手,106957,8.04%,21853
断熱シート,40789,3.06%,5890
キャンドルスタンド,13177,0.99%,2744
ろうそく,9413,0.71%,2787
蚊帳,2008,0.15%,393
