ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ネーム印・浸透印,123373,32.04%,17333
スタンプ,90429,23.48%,25677
実印・代表印,52818,13.71%,5221
ケース付印鑑セット,44624,11.59%,5338
認印,17949,4.66%,3462
朱肉・スタンプ台,14025,3.64%,4643
印鑑ケース,12792,3.32%,4472
その他,12232,3.18%,4729
銀行印,11974,3.11%,1559
角印,4901,1.27%,1134
