ジャンル名,売上指数（千円）,シェア,商品ランク入り数
わかめ,12113,26.56%,4397
その他,11971,26.25%,2140
昆布,4361,9.56%,1584
もずく,4153,9.11%,1001
セット・詰め合わせ,3546,7.77%,463
ひじき,3285,7.20%,520
めかぶ,3108,6.82%,886
海ぶどう,3072,6.74%,575
