ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ドリンクヨーグルト,30024,53.55%,3423
セット・詰め合わせ,8371,14.93%,849
ソフトヨーグルト,6984,12.46%,1490
その他,3756,6.70%,769
カスピ海ヨーグルト,2072,3.70%,485
無糖ヨーグルト,1976,3.52%,484
ギリシャヨーグルト,1570,2.80%,268
低脂肪ヨーグルト,1312,2.34%,306
