ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ラーメン,5590,39.74%,1056
パスタ,4279,30.42%,662
その他,2154,15.31%,481
うどん,1144,8.13%,217
ところてん,531,3.77%,99
春雨,304,2.16%,225
そうめん,37,0.27%,134
冷麺,27,0.20%,100
