ジャンル名,売上指数（千円）,シェア,商品ランク入り数
はちみつ・ハニー,284561,80.70%,16617
ジャム・コンフィチュール,31542,8.95%,9457
ピューレ,10877,3.08%,516
メープルシロップ,10505,2.98%,1336
ピーナッツクリーム・ピーナッツバター,4653,1.32%,1153
その他,4522,1.28%,1021
チョコレートクリーム,2271,0.64%,568
ミルククリーム,1975,0.56%,478
コンポート,1716,0.49%,235
