ジャンル名,売上指数（千円）,シェア,商品ランク入り数
茶葉・ティーバッグ,997926,50.22%,107317
お茶飲料,957829,48.20%,54524
その他,22596,1.14%,4041
昆布茶,8765,0.44%,2046
