ジャンル名,売上指数（千円）,シェア,商品ランク入り数
トイレットペーパー,311628,46.21%,18835
ティッシュペーパー,153294,22.73%,10906
ウェットティッシュ,83594,12.40%,10738
ペーパータオル,79593,11.80%,5922
携帯用ウェットティッシュ,30497,4.52%,3763
ポケットティッシュ,9148,1.36%,2987
その他,6599,0.98%,1229
