ジャンル名,売上指数（千円）,シェア,商品ランク入り数
はちみつ梅,50025,38.94%,4195
その他,31360,24.41%,4286
しそ梅,13701,10.67%,1945
セット・詰め合わせ,8009,6.23%,1073
田舎梅干し,5998,4.67%,915
白梅干し,5158,4.02%,893
小梅,4651,3.62%,605
赤じそ漬け,2823,2.20%,549
ねり梅,2217,1.73%,450
干し梅,2027,1.58%,583
梅干しにんにく,1915,1.49%,364
きざみ梅,382,0.30%,151
焼梅干し,202,0.16%,114
