ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,10856,67.10%,3565
柚子胡椒,3991,24.67%,1011
ガラム・マサラ,953,5.89%,447
シナモンシュガー,190,1.17%,100
ごましお,183,1.13%,156
ブーケガルニ,4,0.03%,5
