ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1385173,21.75%,149823
水・炭酸水,1338812,21.03%,31000
コーヒー,1177505,18.49%,90999
炭酸飲料,840264,13.20%,30628
野菜・果実飲料,702980,11.04%,31000
スポーツドリンク,306326,4.81%,19021
植物性ミルク,107241,1.68%,12231
乳酸菌飲料,101128,1.59%,9693
その他,100855,1.58%,9372
お酢飲料,93889,1.47%,10279
甘酒,60839,0.96%,7577
希釈用ドリンク,43318,0.68%,5190
ゼリー飲料,40073,0.63%,5115
牛乳,26839,0.42%,2606
ココア・チョコレートドリンク,17061,0.27%,2750
スムージー,15216,0.24%,1558
フルーツ入り乳飲料,4202,0.07%,582
生姜湯,3491,0.05%,424
柚子茶,2238,0.04%,138
