ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,69879,27.33%,4070
ベーグル,38436,15.03%,2106
食パン,28247,11.05%,3245
菓子パン,28222,11.04%,3575
クロワッサン,28130,11.00%,1549
その他,14243,5.57%,2454
デニッシュ,12047,4.71%,1723
スコーン,8524,3.33%,1067
惣菜パン,7922,3.10%,1417
フランスパン,7399,2.89%,699
ロールパン,7195,2.81%,904
ドイツパン,3714,1.45%,899
ナン,955,0.37%,153
プレッツェル,525,0.21%,125
イングリッシュマフィン,109,0.04%,60
グリッシーニ,95,0.04%,23
フォカッチャ,80,0.03%,22
