ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ウインナーソーセージ,17326,40.91%,2667
フランクフルト,12199,28.80%,751
その他,4004,9.45%,716
ボロニアソーセージ,2858,6.75%,335
生ソーセージ,2807,6.63%,753
あらびき,2093,4.94%,566
チョリソー,711,1.68%,181
骨付き,356,0.84%,100
