ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ココナッツミルク,3657,42.75%,563
その他,2567,30.01%,1018
魚醤・ナンプラー,1834,21.44%,758
スイートチリソース,496,5.80%,315
