ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,72426,75.43%,11638
岩塩,12204,12.71%,3261
クリスタルソルト,6297,6.56%,1383
ハーブソルト,2731,2.84%,892
セット・詰め合わせ,2357,2.45%,653
