ジャンル名,売上指数（千円）,シェア,商品ランク入り数
濃口しょうゆ,25346,31.65%,7162
その他,22295,27.84%,4466
刺身しょうゆ・だししょうゆ,13524,16.89%,3751
セット・詰め合わせ,6949,8.68%,1439
薄口しょうゆ,3547,4.43%,1355
再仕込みしょうゆ,2867,3.58%,674
減塩しょうゆ,2549,3.18%,880
たまりじょうゆ,2444,3.05%,598
白しょうゆ,561,0.70%,199
