ジャンル名,売上指数（千円）,シェア,商品ランク入り数
水・炭酸水,2070567,25.29%,31000
お茶・紅茶,1892482,23.12%,155906
コーヒー,1236419,15.10%,92644
炭酸飲料,1145607,13.99%,30611
野菜・果実飲料,889491,10.86%,31000
スポーツドリンク,360256,4.40%,18813
植物性ミルク,111900,1.37%,13186
お酢飲料,88480,1.08%,9502
乳酸菌飲料,87141,1.06%,9970
甘酒,63427,0.77%,7245
希釈用ドリンク,59176,0.72%,6329
その他,58120,0.71%,5805
ゼリー飲料,50312,0.61%,5628
スムージー,25198,0.31%,1863
牛乳,19007,0.23%,2602
ココア・チョコレートドリンク,16676,0.20%,2580
フルーツ入り乳飲料,5231,0.06%,606
生姜湯,4307,0.05%,546
柚子茶,2959,0.04%,189
