ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,421137,21.71%,20237
簡易トイレ,400099,20.63%,7635
防災セット・非常用持ちだし袋,331105,17.07%,5221
その他,127732,6.59%,7253
火災警報器・ガス警報器,98451,5.08%,4697
防災ラジオ,75093,3.87%,2127
家具転倒防止用品,73697,3.80%,7482
保存水,66980,3.45%,1899
懐中電灯,64286,3.31%,6565
携帯用浄水器,50865,2.62%,1039
携帯トイレ,42656,2.20%,2506
消火器,38412,1.98%,2093
防災ヘルメット,20940,1.08%,1105
給水用品,20466,1.06%,2296
メガホン・拡声器,20270,1.05%,1026
簡易毛布・寝袋,18744,0.97%,2171
土嚢,15530,0.80%,817
応急手当用品,12437,0.64%,1261
笛・ホイッスル,11031,0.57%,1844
避難はしご,8515,0.44%,476
固形燃料,6168,0.32%,697
発熱・加熱剤,5700,0.29%,889
担架,3258,0.17%,91
ガソリン缶,2609,0.13%,309
防災頭巾,1817,0.09%,305
放射能測定器・ガイガーカウンター,1110,0.06%,52
防災用ストーブ,310,0.02%,10
