ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,2070155,26.11%,39565
その他,1172196,14.79%,30000
ビタミン,739096,9.32%,41314
ファイトケミカル,688149,8.68%,15369
植物性エキス,681919,8.60%,47947
アミノ酸,564802,7.12%,24765
ミネラル,387057,4.88%,27124
プロバイオティクス,279421,3.52%,12104
コラーゲン,212186,2.68%,11838
脂肪酸・オイル,194984,2.46%,10612
酵素,179802,2.27%,11232
食物繊維,169875,2.14%,8161
ビタミン・ミネラル混合,101832,1.28%,3098
プラセンタ,80467,1.01%,3924
グルコサミン・コンドロイチン,80373,1.01%,4504
動物性エキス,69086,0.87%,4432
クエン酸,54779,0.69%,3773
ラクトフェリン,48288,0.61%,1107
ローヤルゼリー,35397,0.45%,1402
オリゴ糖,24379,0.31%,2471
ヒアルロン酸,23772,0.30%,1452
プロポリス,23535,0.30%,2223
動植物性混合エキス,23385,0.29%,1370
ミドリムシ,16584,0.21%,815
核酸,6524,0.08%,391
