ジャンル名,売上指数（千円）,シェア,商品ランク入り数
防犯カメラ単体,119089,57.63%,5398
防犯カメラセット,79045,38.25%,1600
アクセサリー・パーツ,4907,2.37%,891
レコーダー,3614,1.75%,111
