ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,200928,33.49%,13364
マカ,56956,9.49%,4731
サラシア,56293,9.38%,1781
キノコ・マッシュルーム,36742,6.12%,2360
スピルリナ,36003,6.00%,1265
ウコン,32047,5.34%,4701
ブルーベリー,27399,4.57%,3640
ノコギリヤシ,18442,3.07%,1786
高麗人参,17208,2.87%,965
イチョウ葉,15955,2.66%,1806
田七人参,13522,2.25%,854
フォルスコリ,12206,2.03%,791
クロレラ,11914,1.99%,1138
フコイダン,11820,1.97%,329
梅肉,11810,1.97%,1397
ニンニク,5490,0.92%,682
トンカットアリ,5225,0.87%,653
チアシード,4738,0.79%,925
プエラリア,3965,0.66%,550
アサイー,2917,0.49%,449
セントジョーンズワート,2777,0.46%,606
ゴジベリー,2351,0.39%,232
じゃばら,2322,0.39%,369
黒豆,2259,0.38%,172
ビーポーレン,1679,0.28%,209
カプサイシン,1667,0.28%,325
マキベリー,1522,0.25%,233
ガラナ,1184,0.20%,118
エキナセア,1113,0.19%,328
カカオ,883,0.15%,129
メシマコブ茸,519,0.09%,95
カムカム,61,0.01%,99
バジルシード,22,0.00%,123
