ジャンル名,売上指数（千円）,シェア,商品ランク入り数
裁縫道具,41973,20.68%,18129
レジンアクセサリークラフト道具,41772,20.58%,18676
アクセサリークラフトキット,31483,15.51%,12558
刺繍道具,28772,14.17%,10398
編物道具,17713,8.73%,6643
ペーパークラフトキット,11425,5.63%,5008
ビーズクラフト道具,9570,4.71%,7247
レザークラフト道具,8089,3.98%,2013
パッチワーク・キルティング道具,2851,1.40%,1353
ぬいぐるみ制作キット,2357,1.16%,1608
シルバークラフトキット,2121,1.04%,311
その他,2064,1.02%,748
ちりめん細工キット,1425,0.70%,713
フェルトクラフト道具,1396,0.69%,1271
