ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,7858,32.59%,1439
その他,6718,27.86%,2587
和風ドレッシング,5209,21.60%,1850
ごまドレッシング,2049,8.50%,1122
イタリアンドレッシング,987,4.10%,405
フレンチドレッシング,847,3.51%,353
中華ドレッシング,282,1.17%,166
梅ドレッシング,94,0.39%,179
かぼすドレッシング,66,0.27%,194
