ジャンル名,売上指数（千円）,シェア,商品ランク入り数
湯たんぽ,40154,32.19%,6318
いびき関連グッズ,25356,20.33%,4753
その他,24899,19.96%,2203
アイピロー,11882,9.53%,1242
除湿シート,11683,9.37%,1289
肩当て,4443,3.56%,703
冷え対策ソックス,2236,1.79%,580
敷布団,2167,1.74%,152
就寝用腹巻,1180,0.95%,169
掛け布団,460,0.37%,111
低反発グッズ,210,0.17%,120
ベッド,55,0.04%,99
