ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,33695,38.82%,2631
もどきご飯・こんにゃくご飯,19604,22.59%,1787
麺類,14506,16.71%,2593
食事セット,11004,12.68%,500
スープ,5791,6.67%,854
粥・リゾット,2192,2.53%,455
