ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ケーキ,13001,31.42%,81
ゼリー,10713,25.89%,2294
クッキー・ビスケット,9751,23.56%,1921
その他,3258,7.87%,441
チップス・せんべい,1740,4.20%,410
チョコレートバー,833,2.01%,191
キャンディ,781,1.89%,299
プリン,655,1.58%,165
グミ,224,0.54%,72
和菓子,177,0.43%,65
ウエハース,146,0.35%,70
クラッカー,72,0.17%,13
フレーク,32,0.08%,4
ガム,2,0.01%,1
