ジャンル名,売上指数（千円）,シェア,商品ランク入り数
薄削り節,6234,31.89%,1026
その他,3878,19.84%,980
セット・詰め合わせ,3496,17.89%,473
仕上節,3074,15.73%,480
厚削り節,2864,14.65%,468
