ジャンル名,売上指数（千円）,シェア,商品ランク入り数
カニ,703450,28.85%,11465
サバ,309993,12.72%,4284
サケ,207067,8.49%,9696
貝類,186271,7.64%,14072
魚卵,167775,6.88%,12338
エビ,154986,6.36%,6899
加工品,140866,5.78%,20875
マグロ,93265,3.83%,4594
セット・詰め合わせ,84819,3.48%,7914
イカ,82666,3.39%,9780
海藻類,65897,2.70%,10653
その他水産物,42295,1.73%,5984
フグ,33890,1.39%,2019
ウニ,26941,1.11%,1706
ホッケ,19491,0.80%,963
アジ,17506,0.72%,1484
サンマ,15923,0.65%,1063
ブリ,15419,0.63%,748
カツオ,15061,0.62%,1709
タイ,12319,0.51%,1732
タコ,11117,0.46%,1665
イワシ,10807,0.44%,2760
その他,8478,0.35%,1508
タラ,6696,0.27%,965
シシャモ,2971,0.12%,433
生ちりめん・生しらす,1913,0.08%,393
