ジャンル名,売上指数（千円）,シェア,商品ランク入り数
トイレマット,21766,45.95%,4030
トイレマット・カバーセット,12293,25.96%,1825
ペーパーホルダーカバー,3717,7.85%,1235
便座シート,3323,7.02%,1182
フタカバー,2537,5.36%,743
便座カバー,2486,5.25%,941
その他,1240,2.62%,463
