ジャンル名,売上指数（千円）,シェア,商品ランク入り数
コーヒー,2369168,26.73%,106992
お茶・紅茶,2214173,24.98%,169537
水・炭酸水,1434404,16.18%,30000
炭酸飲料,892507,10.07%,29725
野菜・果実飲料,724158,8.17%,30000
スポーツドリンク,462977,5.22%,21366
植物性ミルク,147208,1.66%,16297
お酢飲料,125376,1.41%,9893
乳酸菌飲料,109235,1.23%,10993
その他,88849,1.00%,7213
希釈用ドリンク,73004,0.82%,7479
甘酒,71647,0.81%,7703
ゼリー飲料,66206,0.75%,6903
スムージー,27433,0.31%,1794
牛乳,20167,0.23%,2709
ココア・チョコレートドリンク,20154,0.23%,3395
フルーツ入り乳飲料,6433,0.07%,595
生姜湯,5430,0.06%,568
柚子茶,4172,0.05%,220
