ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ファスティングドリンク（短期断食）,62122,22.36%,1394
酵素配合飲料,51450,18.52%,2426
ダイエットシェイク,48621,17.50%,2405
ダイエットティー,43654,15.71%,3921
グリーンスムージー,26233,9.44%,887
ダイエットコーヒー,21811,7.85%,1835
その他,11922,4.29%,1012
ゼリー飲料,11386,4.10%,1149
ダイエットココア,632,0.23%,131
