ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,5358,76.00%,1972
コチュジャン,1241,17.60%,711
サムジャン,395,5.60%,138
テンジャン,49,0.70%,28
チョングッジャン,7,0.10%,2
