ジャンル名,売上指数（千円）,シェア,商品ランク入り数
背筋用,50979,27.89%,2485
骨盤用,43658,23.89%,1948
その他,31148,17.04%,7152
腰用,26116,14.29%,3206
膝用,19305,10.56%,3003
外反母趾用,11561,6.33%,2865
