ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,13184,34.79%,3802
セット・詰め合わせ,8963,23.65%,1686
和風ドレッシング,8508,22.45%,2498
ごまドレッシング,3300,8.71%,1433
イタリアンドレッシング,1892,4.99%,689
フレンチドレッシング,1192,3.15%,490
中華ドレッシング,551,1.45%,165
梅ドレッシング,235,0.62%,121
かぼすドレッシング,69,0.18%,44
