ジャンル名,売上指数（千円）,シェア,商品ランク入り数
野菜スープ,3248,80.88%,571
薬膳スープ,487,12.11%,117
玄米スープ,154,3.84%,130
カプサイシンスープ,127,3.17%,142
五穀スープ,0,0.00%,84
