ジャンル名,売上指数（千円）,シェア,商品ランク入り数
加工品,231646,18.13%,35874
セット・詰め合わせ,156114,12.22%,11885
魚卵,129301,10.12%,8410
貝類,128441,10.05%,15279
カニ,88602,6.93%,5388
イカ,73152,5.73%,9533
エビ,68117,5.33%,6522
マグロ,66133,5.18%,5042
サケ,63487,4.97%,7816
ウニ,56641,4.43%,3518
その他水産物,46635,3.65%,9696
海藻類,44560,3.49%,11579
サバ,22998,1.80%,3733
カツオ,16666,1.30%,2043
タイ,15185,1.19%,1642
フグ,12797,1.00%,1349
その他,12384,0.97%,1893
イワシ,9527,0.75%,2238
タコ,8612,0.67%,1602
ブリ,7566,0.59%,0
アジ,5252,0.41%,1215
ホッケ,4053,0.32%,884
タラ,3124,0.24%,909
生ちりめん・生しらす,2836,0.22%,0
サンマ,2640,0.21%,509
シシャモ,1171,0.09%,310
たらこ(1409削除),0,0.00%,169
ちりめん・しらす(1711削除),0,0.00%,612
イクラ・筋子(1409削除),0,0.00%,2028
数の子(1409削除),0,0.00%,190
明太子(1409削除),0,0.00%,1692
