ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,468431,45.09%,22542
日本茶,378691,36.45%,20582
植物茶,66189,6.37%,4206
中国茶,60218,5.80%,4073
紅茶,57802,5.56%,7368
ハーブティー,7468,0.72%,774
