ジャンル名,売上指数（千円）,シェア,商品ランク入り数
絵具,38125,38.69%,12332
額縁,11899,12.08%,2203
その他,11466,11.64%,4165
画材用紙,10829,10.99%,5657
クレヨン,10476,10.63%,3347
キャンバス・パネル,6998,7.10%,1679
イーゼル,3638,3.69%,515
筆,2870,2.91%,1672
パレット・絵皿,764,0.78%,271
エアブラシ,754,0.77%,102
つけペン,460,0.47%,207
スケッチバッグ,257,0.26%,98
