ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サバ,295412,14.82%,4232
加工品,251139,12.59%,22067
セット・詰め合わせ,228381,11.45%,10986
サケ,169845,8.52%,8199
貝類,169546,8.50%,12766
エビ,134461,6.74%,6186
魚卵,120598,6.05%,10170
カニ,116789,5.86%,5553
マグロ,98296,4.93%,4939
イカ,80692,4.05%,10214
海藻類,62214,3.12%,10283
その他水産物,57474,2.88%,6150
ウニ,43109,2.16%,2355
ホッケ,27485,1.38%,809
アジ,26137,1.31%,1432
カツオ,23428,1.17%,2036
フグ,17614,0.88%,1226
その他,14030,0.70%,1583
タイ,13636,0.68%,1815
イワシ,9522,0.48%,2656
タコ,8600,0.43%,1358
ブリ,7376,0.37%,521
タラ,6985,0.35%,985
シシャモ,5685,0.29%,408
生ちりめん・生しらす,2970,0.15%,532
サンマ,2538,0.13%,377
