ジャンル名,売上指数（千円）,シェア,商品ランク入り数
手用歯ブラシ,288534,78.15%,23507
電子歯ブラシ・イオン歯ブラシ,31945,8.65%,4216
ワンタフトブラシ,24050,6.51%,2458
その他,20452,5.54%,5184
矯正用ブラシ,2338,0.63%,557
360度歯ブラシ,1865,0.51%,405
