ジャンル名,売上指数（千円）,シェア,商品ランク入り数
突っ張り棒,18318,46.79%,1878
耐震用接着マット・ストッパー,13008,33.22%,2047
壁面固定器具,4856,12.40%,694
その他,2970,7.59%,794
