ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ソーイングセット,44653,52.86%,0
その他,14579,17.26%,0
裁縫ばさみ,9053,10.72%,0
裁縫針,3468,4.11%,0
裁縫箱,3419,4.05%,389
印付け道具,2832,3.35%,2248
定規・メジャー,2711,3.21%,0
糸きり,1048,1.24%,0
ピンクッション,742,0.88%,0
糸通し,721,0.85%,0
安全ピン,502,0.59%,0
指ぬき,331,0.39%,0
目打ち,308,0.36%,305
ループ返し,89,0.11%,0
糸ぬき,14,0.02%,0
