ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ノート,38098,64.74%,20853
付箋紙,9184,15.61%,7102
メモ帳,7237,12.30%,6646
ルーズリーフ,2855,4.85%,2482
レポート用紙,512,0.87%,334
方眼用紙,474,0.80%,273
単語帳・単語カード,338,0.57%,265
原稿用紙,154,0.26%,142
