ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,95480,45.93%,2079
その他,22888,11.01%,3849
位牌,18934,9.11%,1285
りん,13038,6.27%,1315
具足・仏具セット,12670,6.09%,1086
骨壷,8802,4.23%,1058
仏像,7667,3.69%,515
掛軸,4292,2.06%,628
線香立,3493,1.68%,1098
香炉,3270,1.57%,695
経机,3060,1.47%,293
盆提灯,2379,1.14%,273
仏花,2336,1.12%,476
具足,1845,0.89%,212
花立,1836,0.88%,403
香炉灰・香炉石,1111,0.53%,564
香道具,855,0.41%,261
経本,816,0.39%,389
仏具用お手入れ用品,730,0.35%,315
骨袋,675,0.32%,226
木魚,638,0.31%,54
香立て,425,0.20%,144
線香着火器,352,0.17%,196
水晶玉,307,0.15%,83
