ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,1707436,26.85%,31000
プロテイン,1511731,23.77%,41159
植物性エキス,491784,7.73%,26591
ビタミン,470228,7.40%,35874
アミノ酸,444620,6.99%,22261
ファイトケミカル,405814,6.38%,12182
ミネラル,174979,2.75%,19527
酵素,165327,2.60%,4904
脂肪酸・オイル,164579,2.59%,9860
コラーゲン,159714,2.51%,10689
プロバイオティクス,156175,2.46%,6096
プラセンタ,96172,1.51%,4120
食物繊維,90559,1.42%,0
動物性エキス,62123,0.98%,3161
ビタミン・ミネラル混合,56767,0.89%,1759
グルコサミン・コンドロイチン,54519,0.86%,3714
クエン酸,26515,0.42%,0
プロポリス,19400,0.31%,0
ラクトフェリン,18983,0.30%,832
動植物性混合エキス,18492,0.29%,0
ヒアルロン酸,17023,0.27%,1371
オリゴ糖,15765,0.25%,0
ミドリムシ,14565,0.23%,914
ローヤルゼリー,11032,0.17%,0
核酸,4212,0.07%,0
ダイエット(1903削除),0,0.00%,1099
健康維持(1903削除),0,0.00%,61899
