ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,88706,18.67%,15705
にんにく,67994,14.31%,5993
サツマイモ,65776,13.84%,6331
その他野菜,31873,6.71%,6466
たまねぎ,31748,6.68%,2975
生姜,28470,5.99%,1990
セット・詰め合わせ,24603,5.18%,2625
ジャガイモ,24193,5.09%,3125
きのこ,20300,4.27%,3949
トマト,18166,3.82%,2238
カット野菜,17313,3.64%,1708
にんじん,13194,2.78%,1642
ねぎ,6601,1.39%,1270
その他,6397,1.35%,1597
山菜,4689,0.99%,804
ごぼう,3172,0.67%,811
とうもろこし,3065,0.64%,749
かぼちゃ,3017,0.64%,564
ほうれん草,2325,0.49%,620
キャベツ,2316,0.49%,634
アスパラガス,2184,0.46%,295
里芋,2043,0.43%,432
水煮野菜,1681,0.35%,281
らっきょう,1601,0.34%,242
大根,1361,0.29%,568
レタス,587,0.12%,237
ナス,569,0.12%,278
キュウリ,516,0.11%,154
白菜,464,0.10%,247
ニラ,206,0.04%,70
