ジャンル名,売上指数（千円）,シェア,商品ランク入り数
オリーブオイル,78039,27.83%,7858
こめ油,53052,18.92%,3115
亜麻仁油,32861,11.72%,1885
ココナッツオイル,27988,9.98%,2221
ごま油,21336,7.61%,3100
その他,18481,6.59%,2646
なたね油・キャノーラ油,10719,3.82%,1356
えごま油,9819,3.50%,1223
セット・詰め合わせ,9789,3.49%,1344
サラダ油,6372,2.27%,511
グレープシードオイル,4447,1.59%,234
大豆油,3302,1.18%,175
トリュフオイル,922,0.33%,147
アボカドオイル,774,0.28%,112
ひまわり油,731,0.26%,143
玄米油,630,0.22%,79
椿油,592,0.21%,57
べに花油,434,0.15%,68
ピーナッツオイル,92,0.03%,17
コーン油,41,0.01%,10
マスタードオイル,1,0.00%,1
