ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,71196,18.50%,14696
サツマイモ,63883,16.60%,6050
にんにく,51181,13.30%,5214
その他野菜,24578,6.39%,7088
たまねぎ,21948,5.70%,2808
セット・詰め合わせ,19874,5.16%,2595
生姜,18690,4.86%,1680
ジャガイモ,18303,4.76%,3180
きのこ,18287,4.75%,4030
トマト,15396,4.00%,2410
にんじん,11058,2.87%,1602
カット野菜,8400,2.18%,1367
その他,6954,1.81%,1892
アスパラガス,5107,1.33%,618
ねぎ,4740,1.23%,1221
山菜,4716,1.23%,1001
とうもろこし,3728,0.97%,914
かぼちゃ,2872,0.75%,631
ごぼう,2617,0.68%,837
キャベツ,1972,0.51%,697
水煮野菜,1938,0.50%,290
らっきょう,1679,0.44%,300
ほうれん草,1578,0.41%,612
里芋,1145,0.30%,362
大根,1072,0.28%,528
レタス,523,0.14%,271
ナス,411,0.11%,232
白菜,398,0.10%,239
キュウリ,382,0.10%,161
ニラ,161,0.04%,153
